order,module,suite_file,test_case_id,test_case_name,type,tags,is_datadriven,datadriven_file
533,Role Management,tests/role_management_tests.robot,TC_ROLE_007,Verify All Create Role Form Fields Present,positive,regression|role-management|TC_ROLE_007|positive,no,
534,Role Management,tests/role_management_tests.robot,TC_ROLE_008,Verify Submit Button Present On Create Form,positive,regression|role-management|TC_ROLE_008|positive,no,
535,Role Management,tests/role_management_tests.robot,TC_ROLE_009,Verify Permissions Table Visible On Create Form,positive,regression|role-management|TC_ROLE_009|positive,no,
536,Role Management,tests/role_management_tests.robot,TC_ROLE_010,Verify View All And Edit All Checkboxes Present,positive,regression|role-management|TC_ROLE_010|positive,no,
537,Role Management,tests/role_management_tests.robot,TC_ROLE_011,Create Role With All Fields,positive,regression|role-management|TC_ROLE_011|smoke|positive,no,
538,Role Management,tests/role_management_tests.robot,TC_ROLE_012,Create Role With Mandatory Fields Only,positive,regression|role-management|TC_ROLE_012|positive,no,
539,Role Management,tests/role_management_tests.robot,TC_ROLE_013,Create Role With Data Masking Checked,positive,regression|role-management|TC_ROLE_013|positive,no,
540,Role Management,tests/role_management_tests.robot,TC_ROLE_014,Create Role And Select View All Permissions,positive,regression|role-management|TC_ROLE_014|positive,no,
541,Role Management,tests/role_management_tests.robot,TC_ROLE_015,Create Role And Select Edit All Permissions,positive,regression|role-management|TC_ROLE_015|positive,no,
542,Role Management,tests/role_management_tests.robot,TC_ROLE_016,Search Role In Grid,positive,regression|role-management|TC_ROLE_016|positive,no,
543,Role Management,tests/role_management_tests.robot,TC_ROLE_017,Delete Role And Verify Removal,positive,regression|role-management|TC_ROLE_017|smoke|positive,no,
544,Role Management,tests/role_management_tests.robot,TC_ROLE_018,Close Create Role Form Without Saving,positive,regression|role-management|TC_ROLE_018|positive,no,
545,Role Management,tests/role_management_tests.robot,TC_ROLE_019,Close Form After Filling Fields Should Not Create Role,positive,regression|role-management|TC_ROLE_019|positive,no,
546,Role Management,tests/role_management_tests.robot,TC_ROLE_020,Submit Without Filling Any Field,negative,regression|role-management|TC_ROLE_020|negative,no,
547,Role Management,tests/role_management_tests.robot,TC_ROLE_021,Submit Without Selecting Account,negative,regression|role-management|TC_ROLE_021|negative,no,
548,Role Management,tests/role_management_tests.robot,TC_ROLE_022,Submit Without Role Name,negative,regression|role-management|TC_ROLE_022|negative,no,
549,Role Management,tests/role_management_tests.robot,TC_ROLE_023,Role Name More Than 250 Characters,negative,regression|role-management|TC_ROLE_023|negative,no,
550,Role Management,tests/role_management_tests.robot,TC_ROLE_024,Description More Than 500 Characters,negative,regression|role-management|TC_ROLE_024|negative,no,
551,Role Management,tests/role_management_tests.robot,TC_ROLE_025,Duplicate Role Name Should Show Error,negative,regression|role-management|TC_ROLE_025|negative,no,
552,Role Management,tests/role_management_tests.robot,TC_ROLE_026,Whitespace Only Role Name,negative,regression|role-management|TC_ROLE_026|negative,no,
553,Role Management,tests/role_management_tests.robot,TC_ROLE_027,Cannot Delete Own Role Shows Error,negative,regression|role-management|TC_ROLE_027|negative,no,
554,Role Management,tests/role_management_tests.robot,TC_ROLE_028,Cancel Delete Confirmation Should Keep Role,negative,regression|role-management|TC_ROLE_028|negative,no,
555,Role Management,tests/role_management_tests.robot,TC_ROLE_029,Role Name Exactly 250 Characters,positive,regression|role-management|TC_ROLE_029|positive,no,
556,Role Management,tests/role_management_tests.robot,TC_ROLE_030,Description Exactly 500 Characters,positive,regression|role-management|TC_ROLE_030|positive,no,
557,Role Management,tests/role_management_tests.robot,TC_ROLE_031,Special Characters In Role Name,positive,regression|role-management|TC_ROLE_031|positive,no,
558,Role Management,tests/role_management_tests.robot,TC_ROLE_032,Verify Delete Confirmation Dialog Elements,positive,regression|role-management|TC_ROLE_032|positive,no,
559,Role Management,tests/role_management_tests.robot,TC_ROLE_033,Verify Search Input On List Page,positive,regression|role-management|TC_ROLE_033|positive,no,
560,User Management,tests/user_management_tests.robot,TC_USER_001,Navigate To Manage User Page Via Admin Sidebar,positive,regression|user-management|TC_USER_001|smoke|positive,no,
561,User Management,tests/user_management_tests.robot,TC_USER_002,Verify Manage User Grid Loads With Data,positive,regression|user-management|TC_USER_002|positive,no,
562,User Management,tests/user_management_tests.robot,TC_USER_003,Verify Manage User Grid Columns,positive,regression|user-management|TC_USER_003|positive,no,
563,User Management,tests/user_management_tests.robot,TC_USER_004,Verify Manage User Grid Has Pagination,positive,regression|user-management|TC_USER_004|positive,no,
564,User Management,tests/user_management_tests.robot,TC_USER_005,Verify Create User Button Is Visible,positive,regression|user-management|TC_USER_005|positive,no,
565,User Management,tests/user_management_tests.robot,TC_USER_006,Open Create User Form,positive,regression|user-management|TC_USER_006|positive,no,
566,User Management,tests/user_management_tests.robot,TC_USER_007,Verify All Create User Form Fields Present,positive,regression|user-management|TC_USER_007|positive,no,
567,User Management,tests/user_management_tests.robot,TC_USER_008,Verify Submit And Close Buttons Present,positive,regression|user-management|TC_USER_008|positive,no,
568,User Management,tests/user_management_tests.robot,TC_USER_009,Create User With All Required Fields,positive,regression|user-management|TC_USER_009|smoke|positive,no,
569,User Management,tests/user_management_tests.robot,TC_USER_010,Create User With Email OTP Channel,positive,regression|user-management|TC_USER_010|positive,no,
570,User Management,tests/user_management_tests.robot,TC_USER_011,Create User With Both SMS And Email OTP Channels,positive,regression|user-management|TC_USER_011|positive,no,
571,User Management,tests/user_management_tests.robot,TC_USER_012,Search User In Grid By Username,positive,regression|user-management|TC_USER_012|positive,no,
572,User Management,tests/user_management_tests.robot,TC_USER_013,Delete User And Verify Removal,positive,regression|user-management|TC_USER_013|smoke|positive,no,
573,User Management,tests/user_management_tests.robot,TC_USER_014,Close Create User Form Without Saving,positive,regression|user-management|TC_USER_014|positive,no,
574,User Management,tests/user_management_tests.robot,TC_USER_015,Close Form After Filling Fields Should Not Create User,positive,regression|user-management|TC_USER_015|positive,no,
575,User Management,tests/user_management_tests.robot,TC_USER_016,Submit Without Filling Any Field,negative,regression|user-management|TC_USER_016|negative,no,
576,User Management,tests/user_management_tests.robot,TC_USER_017,Submit Without Selecting Account,negative,regression|user-management|TC_USER_017|negative,no,
577,User Management,tests/user_management_tests.robot,TC_USER_018,Submit Without Username,negative,regression|user-management|TC_USER_018|negative,no,
578,User Management,tests/user_management_tests.robot,TC_USER_019,Submit Without First Name,negative,regression|user-management|TC_USER_019|negative,no,
579,User Management,tests/user_management_tests.robot,TC_USER_020,Submit Without Last Name,negative,regression|user-management|TC_USER_020|negative,no,
580,User Management,tests/user_management_tests.robot,TC_USER_021,Submit Without Primary Phone,negative,regression|user-management|TC_USER_021|negative,no,
581,User Management,tests/user_management_tests.robot,TC_USER_022,Submit Without Email Address,negative,regression|user-management|TC_USER_022|negative,no,
582,User Management,tests/user_management_tests.robot,TC_USER_023,Submit Without Confirm Email Address,negative,regression|user-management|TC_USER_023|negative,no,
583,User Management,tests/user_management_tests.robot,TC_USER_024,Submit Without Selecting Role,negative,regression|user-management|TC_USER_024|negative,no,
584,User Management,tests/user_management_tests.robot,TC_USER_025,Submit Without Selecting Country,negative,regression|user-management|TC_USER_025|negative,no,
585,User Management,tests/user_management_tests.robot,TC_USER_026,Submit Without Selecting Time Zone,negative,regression|user-management|TC_USER_026|negative,no,
586,User Management,tests/user_management_tests.robot,TC_USER_027,Submit Without Selecting Any OTP Channel,negative,regression|user-management|TC_USER_027|negative,no,
587,User Management,tests/user_management_tests.robot,TC_USER_028,Username Less Than 5 Characters,negative,regression|user-management|TC_USER_028|negative,no,
588,User Management,tests/user_management_tests.robot,TC_USER_029,Username More Than 50 Characters,negative,regression|user-management|TC_USER_029|negative,no,
589,User Management,tests/user_management_tests.robot,TC_USER_030,Phone Less Than 5 Digits,negative,regression|user-management|TC_USER_030|negative,no,
590,User Management,tests/user_management_tests.robot,TC_USER_031,Phone More Than 16 Digits,negative,regression|user-management|TC_USER_031|negative,no,
591,User Management,tests/user_management_tests.robot,TC_USER_032,Phone With Non Numeric Characters,negative,regression|user-management|TC_USER_032|negative,no,
592,User Management,tests/user_management_tests.robot,TC_USER_033,Invalid Email Format,negative,regression|user-management|TC_USER_033|negative,no,
593,User Management,tests/user_management_tests.robot,TC_USER_034,Mismatched Confirm Email,negative,regression|user-management|TC_USER_034|negative,no,
594,User Management,tests/user_management_tests.robot,TC_USER_035,Duplicate Username Should Show Error,negative,regression|user-management|TC_USER_035|negative,no,
595,User Management,tests/user_management_tests.robot,TC_USER_036,Cancel Delete Confirmation Should Keep User,negative,regression|user-management|TC_USER_036|negative,no,
596,User Management,tests/user_management_tests.robot,TC_USER_037,Username Exactly 5 Characters,positive,regression|user-management|TC_USER_037|positive,no,
597,User Management,tests/user_management_tests.robot,TC_USER_038,Username Exactly 50 Characters,positive,regression|user-management|TC_USER_038|positive,no,
598,User Management,tests/user_management_tests.robot,TC_USER_039,Phone Exactly 5 Digits,positive,regression|user-management|TC_USER_039|positive,no,
599,User Management,tests/user_management_tests.robot,TC_USER_040,Phone Exactly 16 Digits,positive,regression|user-management|TC_USER_040|positive,no,
600,User Management,tests/user_management_tests.robot,TC_USER_041,Whitespace Only Username,positive,regression|user-management|TC_USER_041|positive,no,
601,User Management,tests/user_management_tests.robot,TC_USER_042,Whitespace Only First Name,positive,regression|user-management|TC_USER_042|positive,no,
602,User Management,tests/user_management_tests.robot,TC_USER_043,Whitespace Only Last Name,positive,regression|user-management|TC_USER_043|positive,no,
603,User Management,tests/user_management_tests.robot,TC_USER_044,Special Characters In Username,positive,regression|user-management|TC_USER_044|positive,no,
604,User Management,tests/user_management_tests.robot,TC_USER_045,Verify Delete Confirmation Dialog Elements,positive,regression|user-management|TC_USER_045|positive,no,
605,Label,tests/label_tests.robot,TC_LBL_001,Create Label KSA Level Full Flow,positive,regression|label|TC_LBL_001|smoke|positive,no,
606,Label,tests/label_tests.robot,TC_LBL_002,Verify Create Label Page Elements Visible,positive,regression|label|TC_LBL_002|positive,no,
607,Label,tests/label_tests.robot,TC_LBL_003,Verify Create Label Button Visible On Listing For RW User,positive,regression|label|TC_LBL_003|positive,no,
608,Label,tests/label_tests.robot,TC_LBL_004,Verify Manage Label Listing Grid Loads,positive,regression|label|TC_LBL_004|smoke|positive,no,
609,Label,tests/label_tests.robot,TC_LBL_005,Search Label In Listing Grid,positive,regression|label|TC_LBL_005|positive,no,
610,Label,tests/label_tests.robot,TC_LBL_006,Edit Label Update Name,positive,regression|label|TC_LBL_006|positive,no,
611,Label,tests/label_tests.robot,TC_LBL_007,Close Create Form Reloads To Manage Label,positive,regression|label|TC_LBL_007|positive,no,
612,Label,tests/label_tests.robot,TC_LBL_008,Account Dropdown Populated After Level Select,positive,regression|label|TC_LBL_008|positive,no,
613,Label,tests/label_tests.robot,TC_LBL_009,Manage Label Listing Grid Column Headers,positive,regression|label|TC_LBL_009|positive,no,
614,Label,tests/label_tests.robot,TC_LBL_010,Submit With No Mandatory Fields Should Show Validation,negative,regression|label|TC_LBL_010|negative,no,
615,Label,tests/label_tests.robot,TC_LBL_011,Missing Level Should Show Validation,negative,regression|label|TC_LBL_011|negative,no,
616,Label,tests/label_tests.robot,TC_LBL_012,Missing Account Should Show Validation,negative,regression|label|TC_LBL_012|negative,no,
617,Label,tests/label_tests.robot,TC_LBL_013,Missing Label Name Should Show Validation,negative,regression|label|TC_LBL_013|negative,no,
618,Label,tests/label_tests.robot,TC_LBL_014,Label Name Exceeds 100 Characters Should Show Validation,negative,regression|label|TC_LBL_014|negative,no,
619,Label,tests/label_tests.robot,TC_LBL_015,Duplicate Label Name Should Show Error Toast,negative,regression|label|TC_LBL_015|negative,no,
620,Label,tests/label_tests.robot,TC_LBL_016,Change Level Resets Account Selection,negative,regression|label|TC_LBL_016|negative,no,
621,Label,tests/label_tests.robot,TC_LBL_017,Edit Label Update Description And Color,positive,regression|label|TC_LBL_017|positive,no,
622,Label,tests/label_tests.robot,TC_LBL_018,Close Edit Form Discards Name Change,positive,regression|label|TC_LBL_018|positive,no,
623,Label,tests/label_tests.robot,TC_LBL_019,Edit Label Submit Empty Name Should Show Validation,negative,regression|label|TC_LBL_019|negative,no,
624,Label,tests/label_tests.robot,TC_LBL_020,Close Edit Form Without Changes Returns To Manage Label,positive,regression|label|TC_LBL_020|positive,no,
625,Label,tests/label_tests.robot,TC_LBL_021,Delete Label Not In TC009 Scope,negative,regression|label|TC_LBL_021|negative,no,
626,Label,tests/label_tests.robot,TC_LBL_022,Create Label Success Without Optional Description,positive,regression|label|TC_LBL_022|positive,no,
627,Label,tests/label_tests.robot,TC_LBL_023,Verify Kendo Color Picker Value After Set,positive,regression|label|TC_LBL_023|positive,no,
628,Label,tests/label_tests.robot,TC_LBL_024,Description Exceeds 100 Characters Should Show Validation,negative,regression|label|TC_LBL_024|negative,no,
629,Label,tests/label_tests.robot,TC_LBL_025,Assign Label To SIM Via Tag Assignment,positive,regression|label|TC_LBL_025|positive,no,
630,Label,tests/label_tests.robot,TC_LBL_026,Unassign Label From SIM Via Tag Assignment,positive,regression|label|TC_LBL_026|positive,no,
631,Label,tests/label_tests.robot,TC_LBL_027,Assign Without Selecting Label Should Not Submit,negative,regression|label|TC_LBL_027|negative,no,
632,Label,tests/label_tests.robot,TC_LBL_028,Close Tag Assignment Without Submit Discards Changes,negative,regression|label|TC_LBL_028|negative,no,
633,Report,tests/report_tests.robot,TC_RPT_001,Create Report Happy Path And Validate Grid,positive,regression|report|TC_RPT_001|smoke|positive,no,
634,Report,tests/report_tests.robot,TC_RPT_002,Create Report And Download File,positive,regression|report|TC_RPT_002|positive,no,
635,Report,tests/report_tests.robot,TC_RPT_003,Create Report With Send Email,positive,regression|report|TC_RPT_003|positive,no,
636,Report,tests/report_tests.robot,TC_RPT_004,Create Report Weekly View,positive,regression|report|TC_RPT_004|positive,no,
637,Report,tests/report_tests.robot,TC_RPT_005,Create Report Monthly View,positive,regression|report|TC_RPT_005|positive,no,
638,Report,tests/report_tests.robot,TC_RPT_006,Create Report PDF Format,positive,regression|report|TC_RPT_006|positive,no,
639,Report,tests/report_tests.robot,TC_RPT_007,Create Report XLSX Format,positive,regression|report|TC_RPT_007|positive,no,
640,Report,tests/report_tests.robot,TC_RPT_008,Close Button Redirects To Report Listing,positive,regression|report|TC_RPT_008|positive,no,
641,Report,tests/report_tests.robot,TC_RPT_009,No Report Category Should Show Error,negative,regression|report|TC_RPT_009|negative,no,
642,Report,tests/report_tests.robot,TC_RPT_010,No View Criterion Should Show Error,negative,regression|report|TC_RPT_010|negative,no,
643,Report,tests/report_tests.robot,TC_RPT_011,No Display Level Should Show Error,negative,regression|report|TC_RPT_011|negative,no,
644,Report,tests/report_tests.robot,TC_RPT_012,No Report Format Should Show Error,negative,regression|report|TC_RPT_012|negative,no,
645,Report,tests/report_tests.robot,TC_RPT_013,Send Email Without Recipients Should Show Error,negative,regression|report|TC_RPT_013|negative,no,
646,Report,tests/report_tests.robot,TC_RPT_014,Close Without Submit Redirects To Report,negative,regression|report|TC_RPT_014|negative,no,
647,SIM Movement,tests/sim_movement_tests.robot,TC_SMOV_002,Capture SIM Row Count And Ensure EC IMSI Capacity,positive,regression|sim-movement|TC_SMOV_002|positive,no,
648,SIM Movement,tests/sim_movement_tests.robot,TC_SMOV_003,Ensure Target BU Max SIM Capacity,positive,regression|sim-movement|TC_SMOV_003|positive,no,
649,SIM Movement,tests/sim_movement_tests.robot,TC_SMOV_005,Perform State-Aware SIM Movement To Target BU,positive,regression|sim-movement|TC_SMOV_005|smoke|positive,no,
650,SIM Movement,tests/sim_movement_tests.robot,TC_SMOV_009,Verify SIM Movement In Batch Job Log By Request Id,positive,regression|sim-movement|TC_SMOV_009|positive,no,
651,SIM Movement,tests/sim_movement_tests.robot,TC_SMOV_012,SIM Movement Without Selecting Any SIM Should Not Allow Action,negative,regression|sim-movement|TC_SMOV_012|negative,no,
652,SIM Movement,tests/sim_movement_tests.robot,TC_SMOV_013,Close SIM Movement Modal Without Proceeding Should Not Move SIM,negative,regression|sim-movement|TC_SMOV_013|negative,no,
653,SIM Replacement,tests/sim_replacement_tests.robot,TC_SIMRPL_001,SIM Replacement Blank Order Creation And Preparation,positive,regression|sim-replacement|TC_SIMRPL_001|smoke|positive,no,
654,SIM Replacement,tests/sim_replacement_tests.robot,TC_SIMRPL_003,Perform SIM Replacement And Verify,positive,regression|sim-replacement|TC_SIMRPL_003|smoke|positive,no,
655,SIM Replacement,tests/sim_replacement_tests.robot,TC_SIMRPL_004,Verify Notes After Replacement,positive,regression|sim-replacement|TC_SIMRPL_004|positive,no,
656,SIM Replacement,tests/sim_replacement_tests.robot,TC_SIMRPL_005,Verify New SIM On Blank SIM Tab,positive,regression|sim-replacement|TC_SIMRPL_005|positive,no,
657,SIM Replacement,tests/sim_replacement_tests.robot,TC_SIMRPL_006,Verify Old SIM On Lost SIM Module,positive,regression|sim-replacement|TC_SIMRPL_006|positive,no,
658,SIM Replacement,tests/sim_replacement_tests.robot,TC_SIMRPL_007,Negative No IMSI Options Submit Disabled,negative,regression|sim-replacement|TC_SIMRPL_007|negative,no,
659,E2E Usage Plans,tests/e2e_flow_with_usage_plans.robot,TC_E2EU_YEARLY,E2E Yearly Plan Duration Scenario,positive,e2e e2e-with-usage plan-duration regression,yes,testdata/e2e_usage_plans.csv
660,E2E Usage Plans,tests/e2e_flow_with_usage_plans.robot,TC_E2EU_HALFYEARLY,E2E Half-Yearly Plan Duration Scenario,positive,e2e e2e-with-usage plan-duration regression,yes,testdata/e2e_usage_plans.csv
661,E2E Usage Plans,tests/e2e_flow_with_usage_plans.robot,TC_E2EU_QUARTERLY,E2E Quarterly Plan Duration Scenario,positive,e2e e2e-with-usage plan-duration regression,yes,testdata/e2e_usage_plans.csv
662,E2E Usage Plans,tests/e2e_flow_with_usage_plans.robot,TC_E2EU_MONTHLY,E2E Monthly Plan Duration Scenario,positive,e2e e2e-with-usage plan-duration regression,yes,testdata/e2e_usage_plans.csv
